customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
3096-WPXBT,61,Yes,One year,Yes,Credit card (automatic),100.7,No
8434-PNQZX,42,Yes,Two year,Yes,Credit card (automatic),78.45,No
5950-AAAGJ,18,Yes,Month-to-month,No,Bank transfer (automatic),84.3,No
4299-OPXEJ,56,Yes,Two year,Yes,Bank transfer (automatic),19.55,No
4951-UKAAQ,4,Yes,Month-to-month,Yes,Electronic check,88.95,Yes
9618-LFJRU,4,Yes,Month-to-month,No,Credit card (automatic),20.45,No
6693-DJWTY,35,Yes,One year,No,Credit card (automatic),55.6,No
0744-GKNGE,64,Yes,Month-to-month,Yes,Bank transfer (automatic),86.8,No
6447-EGDIV,31,Yes,One year,No,Mailed check,20.95,No
1167-OYZJF,67,Yes,Two year,Yes,Bank transfer (automatic),20.05,No
2108-YKQTY,4,Yes,Month-to-month,No,Credit card (automatic),50.7,Yes
4806-DXQCE,70,Yes,Two year,Yes,Electronic check,113.65,No
4918-QLLIW,3,Yes,Month-to-month,No,Credit card (automatic),53.4,Yes
7056-IMHCC,53,Yes,Month-to-month,Yes,Electronic check,101.9,Yes
4854-SSLTN,2,Yes,Two year,No,Mailed check,59.5,No
5294-DMSFH,29,Yes,Month-to-month,Yes,Credit card (automatic),87.8,No
4837-PZTIC,47,No,Two year,No,Mailed check,41.9,No
1625-JAIIY,68,Yes,One year,Yes,Electronic check,83,Yes
0603-OLQDC,12,Yes,Month-to-month,Yes,Mailed check,69.85,No
3272-VUHPV,8,Yes,Month-to-month,No,Bank transfer (automatic),56.3,No
4176-FXYBO,54,Yes,Month-to-month,No,Electronic check,109.55,No
1063-DHQJF,69,Yes,Two year,Yes,Mailed check,92.15,No
8663-UPDGF,26,Yes,Month-to-month,Yes,Bank transfer (automatic),69.5,No
6719-FGEDO,72,Yes,Two year,Yes,Bank transfer (automatic),97,No
1837-YQUCE,70,No,Two year,Yes,Bank transfer (automatic),58.35,No
2947-DOMLJ,1,Yes,Month-to-month,No,Mailed check,50.6,Yes
4112-LUEIZ,10,Yes,Month-to-month,Yes,Electronic check,89.5,Yes
0369-ZGOVK,28,Yes,One year,Yes,Bank transfer (automatic),70.4,No
4510-HIMLV,1,Yes,Month-to-month,Yes,Electronic check,69.8,Yes
9919-KNPOO,21,Yes,Month-to-month,Yes,Electronic check,94.3,No
8749-JMNKX,51,Yes,Month-to-month,Yes,Bank transfer (automatic),93.8,Yes
7872-BAAZR,53,Yes,One year,No,Bank transfer (automatic),19.55,No
9391-LMANN,53,Yes,One year,No,Electronic check,95.95,No
2430-USGXP,24,Yes,Month-to-month,Yes,Electronic check,101.05,Yes
8174-TBVCF,70,Yes,Two year,Yes,Credit card (automatic),94.8,No
1698-XFZCI,61,Yes,One year,Yes,Electronic check,107.75,No
1877-HKBQX,11,Yes,One year,Yes,Mailed check,54.6,No
4450-DLLMH,2,Yes,Month-to-month,Yes,Credit card (automatic),71.3,No
0428-AXXLJ,25,Yes,One year,Yes,Bank transfer (automatic),19.5,No
2746-DIJLO,41,Yes,One year,Yes,Credit card (automatic),56.3,No
5955-ERIHD,18,Yes,Month-to-month,Yes,Electronic check,94.7,Yes
0917-EZOLA,72,Yes,Two year,Yes,Bank transfer (automatic),104.15,Yes
3508-VLHCZ,71,Yes,Two year,Yes,Credit card (automatic),90.55,No
4086-ATNFV,34,Yes,One year,Yes,Mailed check,60.8,No
0468-YRPXN,29,Yes,Month-to-month,Yes,Credit card (automatic),98.8,No
5996-NRVXR,40,Yes,One year,Yes,Credit card (automatic),98.15,No
3739-YBWAB,36,No,One year,No,Mailed check,35.35,No
7047-FWEYA,46,Yes,One year,Yes,Electronic check,103.15,No
2000-MPKCA,58,Yes,One year,Yes,Electronic check,107.75,No
9762-YAQAA,39,Yes,One year,No,Credit card (automatic),81.4,No
5949-EBSQK,4,Yes,Month-to-month,No,Credit card (automatic),61.45,Yes
5473-KHBPS,52,Yes,One year,Yes,Credit card (automatic),95.7,No
0100-DUVFC,70,Yes,One year,Yes,Electronic check,104.8,No
5397-TUPSH,65,Yes,One year,Yes,Bank transfer (automatic),70.95,No
8950-MTZNV,1,Yes,Month-to-month,Yes,Mailed check,44.95,No
0326-VDYXE,70,Yes,One year,Yes,Electronic check,97.65,No
6773-LQTVT,29,No,Month-to-month,Yes,Mailed check,35.65,No
7274-RTAPZ,1,Yes,Month-to-month,Yes,Electronic check,90.55,Yes
0436-TWFFZ,67,Yes,Two year,Yes,Mailed check,85.25,No
8566-YPRGL,1,Yes,Month-to-month,Yes,Mailed check,19.5,No
0311-UNPFF,26,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,Yes
6609-MXJHJ,30,Yes,Two year,Yes,Mailed check,25.1,No
2669-OIDSD,48,Yes,Month-to-month,Yes,Credit card (automatic),100.05,No
8400-WZICQ,55,Yes,Month-to-month,No,Electronic check,55.7,No
3834-XUIFC,7,Yes,Month-to-month,Yes,Mailed check,85.2,Yes
9576-SYUHJ,37,Yes,Month-to-month,Yes,Electronic check,91.15,No
0410-IPFTY,31,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,No
2831-EBWRN,4,Yes,Month-to-month,Yes,Electronic check,45.9,No
9430-NKQLY,72,Yes,Two year,Yes,Credit card (automatic),25.1,No
8414-MYSHR,5,Yes,Month-to-month,Yes,Electronic check,91.4,Yes
0247-SLUJI,1,Yes,Month-to-month,No,Mailed check,19.7,No
9402-ORRAH,15,Yes,Month-to-month,Yes,Electronic check,91.5,No
6483-OATDN,8,Yes,Month-to-month,Yes,Credit card (automatic),51.3,No
1293-HHSHJ,35,Yes,One year,No,Mailed check,21.1,No
4840-ORQXB,56,Yes,Month-to-month,No,Electronic check,104.75,No
7599-FKVXZ,42,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,Yes
3982-DQLUS,65,Yes,Month-to-month,Yes,Electronic check,85.75,No
8610-ZIKJJ,2,Yes,One year,No,Mailed check,20.3,No
3756-VNWDH,65,Yes,One year,Yes,Electronic check,100.75,No
7801-KICAO,18,Yes,Month-to-month,Yes,Electronic check,74.15,No
7673-LPRNY,23,Yes,One year,Yes,Electronic check,78.55,No
8229-TNIQA,4,Yes,Month-to-month,Yes,Mailed check,45.3,Yes
6060-QBMGV,70,Yes,Two year,No,Credit card (automatic),19.85,No
7339-POGZN,4,Yes,Month-to-month,No,Electronic check,50.7,No
2828-SLQPF,19,Yes,Month-to-month,Yes,Bank transfer (automatic),45,No
4465-VDKIQ,18,Yes,Month-to-month,No,Electronic check,77.8,No
2921-XWDJH,38,Yes,Month-to-month,Yes,Electronic check,83.45,No
6221-AVQYL,2,Yes,Month-to-month,Yes,Credit card (automatic),73.25,Yes
2558-BUOZZ,47,Yes,One year,No,Bank transfer (automatic),94.8,No
9257-AZMTZ,52,Yes,Two year,No,Bank transfer (automatic),20.1,No
0003-MKNFE,9,Yes,Month-to-month,No,Mailed check,59.9,No
0975-UYDTX,26,Yes,One year,Yes,Credit card (automatic),90.1,No
7743-EXURX,8,Yes,Month-to-month,Yes,Electronic check,51.05,Yes
4682-BLBUC,44,Yes,One year,Yes,Electronic check,70.95,No
0975-VOOVL,3,No,Month-to-month,No,Mailed check,29.2,No
5968-VXZLG,2,Yes,Month-to-month,Yes,Bank transfer (automatic),46.6,No
5569-KGJHX,9,Yes,Month-to-month,Yes,Bank transfer (automatic),85.35,Yes
4988-IQIGL,1,Yes,Month-to-month,Yes,Electronic check,75.35,Yes
5201-FRKKS,25,Yes,Month-to-month,No,Bank transfer (automatic),74.3,No
9799-CAYJJ,2,Yes,Month-to-month,Yes,Electronic check,69.3,No
7730-IUTDZ,43,Yes,Month-to-month,Yes,Electronic check,75.2,Yes
0426-TIRNE,1,Yes,Month-to-month,No,Mailed check,20.9,Yes
5443-SCMKX,58,Yes,One year,Yes,Electronic check,94.3,No
8295-KMENE,59,Yes,Two year,Yes,Mailed check,76.45,No
6738-ISCBM,44,No,One year,Yes,Electronic check,54,No
9821-BESNZ,66,Yes,One year,Yes,Electronic check,104.25,No
3678-MNGZX,68,Yes,Two year,No,Bank transfer (automatic),19.95,No
1335-NTIUC,9,No,Month-to-month,Yes,Electronic check,24.95,No
2916-BQZLN,19,Yes,Month-to-month,Yes,Electronic check,84.75,No
4558-CGYCZ,4,Yes,Month-to-month,No,Mailed check,19.75,No
2368-GAKKQ,70,Yes,Two year,Yes,Bank transfer (automatic),113.65,No
8710-YGLWG,1,Yes,Month-to-month,Yes,Mailed check,44.9,No
3199-XGZCY,8,Yes,Month-to-month,Yes,Electronic check,75.25,No
3785-KTYSH,53,Yes,Two year,No,Mailed check,24.6,No
6814-ZPWFQ,51,Yes,One year,No,Bank transfer (automatic),25,No
4063-EIKNQ,11,Yes,Month-to-month,No,Bank transfer (automatic),20.95,No
6993-YCOBK,60,Yes,Two year,Yes,Electronic check,110.6,No
5206-HPJKM,17,Yes,Month-to-month,Yes,Credit card (automatic),55.5,No
7587-RZNME,3,Yes,Month-to-month,Yes,Electronic check,43.3,Yes
0748-RDGGM,70,Yes,One year,Yes,Bank transfer (automatic),109.5,Yes
8393-JMVMB,1,Yes,Month-to-month,No,Mailed check,19.45,No
5019-GQVCR,43,Yes,Month-to-month,Yes,Electronic check,84.85,No
6036-TTFYU,16,Yes,Month-to-month,No,Mailed check,19.6,No
2550-AEVRU,57,Yes,One year,No,Electronic check,53.45,No
0969-RGKCU,37,Yes,One year,No,Credit card (automatic),19.8,No
0378-CJKPV,72,Yes,Two year,No,Credit card (automatic),112.1,No
4706-AXVKM,11,Yes,Month-to-month,Yes,Credit card (automatic),84.8,Yes
5889-JTMUL,50,Yes,Month-to-month,Yes,Electronic check,95.05,Yes
9026-RNUJS,5,Yes,Month-to-month,No,Electronic check,50.35,Yes
3746-EUBYR,1,Yes,Month-to-month,Yes,Bank transfer (automatic),74.6,Yes
2332-EFBJY,16,Yes,Month-to-month,Yes,Mailed check,19.7,Yes
2880-FPNAE,2,Yes,Month-to-month,Yes,Electronic check,74.2,No
1703-MGIAB,17,Yes,Month-to-month,Yes,Mailed check,69,No
4311-QTTAI,16,Yes,One year,No,Credit card (automatic),19.35,No
9474-PHLYD,15,Yes,Month-to-month,Yes,Electronic check,59.45,Yes
4318-RAJVY,10,Yes,One year,Yes,Mailed check,19.8,No
2165-VOEGB,46,Yes,One year,Yes,Bank transfer (automatic),105.2,Yes
3612-YUNGG,64,Yes,Two year,Yes,Credit card (automatic),109.2,No
2254-DLXRI,1,Yes,Month-to-month,Yes,Mailed check,79.15,No
5062-CJJKH,25,Yes,One year,No,Mailed check,53.65,No
9028-LIHRP,71,Yes,Two year,No,Credit card (automatic),100.2,No
2219-MVUSO,8,Yes,Month-to-month,Yes,Mailed check,45.15,Yes
1053-MXTTK,72,Yes,Two year,Yes,Bank transfer (automatic),108.65,No
1530-ZTDOZ,49,No,Month-to-month,No,Bank transfer (automatic),40.65,No
1301-LOPVR,29,No,One year,Yes,Credit card (automatic),55.35,No
0853-TWRVK,72,Yes,Two year,No,Bank transfer (automatic),105.6,No
8914-RBTSB,31,Yes,Month-to-month,No,Electronic check,93.8,Yes
6212-ATMLK,50,Yes,Month-to-month,Yes,Electronic check,95.7,No
8200-LGKSR,71,Yes,Two year,No,Electronic check,83.2,No
1568-BEKZM,70,Yes,Two year,No,Credit card (automatic),90.05,No
0670-ANMUU,71,Yes,One year,No,Credit card (automatic),97.65,No
6897-RWMUB,61,Yes,Two year,Yes,Bank transfer (automatic),68.05,No
0963-ZBDRN,32,Yes,Month-to-month,Yes,Electronic check,96.2,Yes
7594-RQHXR,1,Yes,Month-to-month,Yes,Electronic check,79.6,Yes
6999-CHVCF,68,Yes,Two year,Yes,Bank transfer (automatic),102.1,No
6134-KWTBV,62,Yes,Two year,No,Bank transfer (automatic),23.4,No
1077-HUUJM,7,Yes,Month-to-month,Yes,Electronic check,71.05,No
6331-EWIEB,20,Yes,Month-to-month,Yes,Electronic check,85.25,Yes
0895-LNKRC,6,Yes,One year,No,Mailed check,19.45,No
2045-BMBTJ,33,No,Month-to-month,Yes,Bank transfer (automatic),59.45,No
8417-GSODA,28,Yes,One year,No,Bank transfer (automatic),92.2,No
5171-EPLKN,27,Yes,Two year,No,Credit card (automatic),19.85,No
4452-QIIEB,7,Yes,Month-to-month,No,Mailed check,43.9,No
5998-VVEJY,26,Yes,Month-to-month,Yes,Electronic check,80.5,Yes
1624-NALOJ,5,Yes,Month-to-month,Yes,Electronic check,89.8,Yes
6741-EGCBI,30,Yes,Month-to-month,Yes,Credit card (automatic),90.5,No
7820-ZYGNY,63,Yes,One year,No,Credit card (automatic),90.45,No
4317-VTEOA,1,Yes,Month-to-month,Yes,Electronic check,50.75,Yes
9677-AVKED,53,Yes,One year,Yes,Electronic check,84.6,No
1670-SVOWZ,14,Yes,Month-to-month,Yes,Credit card (automatic),89.65,Yes
2227-JRSJX,21,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,No
9847-HNVGP,17,Yes,One year,No,Mailed check,19.95,No
6696-YDAYZ,16,Yes,Two year,No,Mailed check,20.5,No
8980-WQFWL,35,Yes,Month-to-month,Yes,Electronic check,62.1,No
1730-ZMAME,32,Yes,Month-to-month,Yes,Electronic check,79.5,No
6506-EYCNH,28,Yes,Month-to-month,Yes,Bank transfer (automatic),19.55,No
4634-JLRJT,1,Yes,Month-to-month,Yes,Mailed check,20.35,No
9501-UKKNL,59,No,Month-to-month,Yes,Electronic check,51.7,No
2560-QTSBS,72,Yes,One year,Yes,Bank transfer (automatic),23.3,No
7541-YLXCL,36,Yes,One year,Yes,Mailed check,65.4,Yes
4795-WRNVT,40,Yes,Month-to-month,No,Mailed check,65.1,No
6080-TCMYC,40,Yes,Month-to-month,Yes,Electronic check,81.2,No
0260-ZDLGK,9,Yes,Month-to-month,Yes,Mailed check,72.9,Yes
7860-UXCRM,63,Yes,Two year,No,Credit card (automatic),74.5,No
6357-JJPQT,3,Yes,Month-to-month,Yes,Electronic check,80.5,No
2292-XQWSV,40,No,One year,No,Mailed check,60.3,No
9552-TGUZV,8,Yes,Month-to-month,Yes,Mailed check,75,No
5913-INRQV,34,Yes,One year,No,Mailed check,90.15,No
8722-NGNBH,5,No,Month-to-month,No,Mailed check,40,Yes
6210-KBBPI,9,Yes,Month-to-month,Yes,Credit card (automatic),99.45,Yes
9643-YBLUR,9,Yes,Month-to-month,Yes,Credit card (automatic),69.05,No
8734-FNWVH,31,Yes,Month-to-month,No,Bank transfer (automatic),59.7,No
9447-YPTBX,50,Yes,One year,Yes,Bank transfer (automatic),19.85,No
0133-BMFZO,2,Yes,Month-to-month,Yes,Electronic check,86.25,Yes
6128-CZOMY,1,Yes,Month-to-month,Yes,Electronic check,45.65,Yes
9540-JYROE,8,Yes,Month-to-month,Yes,Mailed check,70.1,Yes
9026-LHEVG,9,No,Month-to-month,No,Electronic check,40.75,No
2260-USTRB,2,Yes,Month-to-month,Yes,Bank transfer (automatic),70.2,Yes
3656-TKRVZ,3,Yes,Month-to-month,No,Electronic check,55.35,Yes
7011-CVEUC,25,Yes,Month-to-month,Yes,Credit card (automatic),95.7,No
6185-TASNN,1,Yes,Month-to-month,No,Electronic check,46.3,No
7925-PNRGI,45,Yes,Month-to-month,No,Mailed check,81.3,No
8623-TMRBY,51,Yes,Month-to-month,Yes,Electronic check,84.2,Yes
1552-CZCLL,55,Yes,Month-to-month,No,Credit card (automatic),20,No
3038-PQIUY,38,Yes,Month-to-month,Yes,Bank transfer (automatic),66.15,No
1501-SGHBW,2,Yes,Month-to-month,No,Mailed check,45.85,Yes
9313-CDOGY,38,Yes,Month-to-month,No,Electronic check,19.6,No
8148-BPLZQ,34,Yes,Month-to-month,Yes,Electronic check,49.8,No
2623-DRYAM,70,Yes,One year,Yes,Electronic check,101.75,No
9987-LUTYD,13,Yes,One year,No,Mailed check,55.15,No
3208-YPIOE,39,Yes,Month-to-month,No,Electronic check,75.25,Yes
4488-KQFDT,61,Yes,One year,Yes,Electronic check,103.95,No
2612-RANWT,12,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,Yes
5693-PIPCS,41,Yes,Two year,Yes,Credit card (automatic),99.65,No
0491-KAPQG,21,Yes,Month-to-month,Yes,Electronic check,73.7,No
1925-LFCZZ,55,No,One year,Yes,Bank transfer (automatic),50.05,No
8039-EQPIM,69,No,Two year,No,Bank transfer (automatic),60.25,No
6900-PXRMS,26,Yes,Month-to-month,No,Electronic check,105.75,Yes
8707-RMEZH,69,Yes,One year,No,Credit card (automatic),87.3,No
3346-BRMIS,18,No,Month-to-month,Yes,Electronic check,48.35,Yes
3209-ZPKFI,47,Yes,Month-to-month,No,Electronic check,54.25,No
6479-VDGRK,72,Yes,Two year,No,Bank transfer (automatic),85.3,No
9373-WSLOY,33,No,Month-to-month,Yes,Electronic check,50,No
2933-FILNV,2,No,Month-to-month,Yes,Mailed check,24.4,Yes
3569-JFODW,72,Yes,Two year,No,Credit card (automatic),90.95,No
9819-FBNSV,37,Yes,Month-to-month,Yes,Bank transfer (automatic),72.25,No
9544-PYPSJ,62,Yes,Month-to-month,Yes,Credit card (automatic),96.1,No
1591-XWLGB,71,Yes,Two year,No,Credit card (automatic),19.85,No
0396-UKGAI,23,Yes,Month-to-month,Yes,Bank transfer (automatic),55.3,No
3243-ZHOHY,16,Yes,One year,No,Mailed check,20.1,No
5186-EJEGL,9,Yes,Month-to-month,Yes,Mailed check,69.5,No
7527-QNRUS,17,Yes,Two year,Yes,Mailed check,25.15,No
9986-BONCE,4,Yes,Month-to-month,No,Bank transfer (automatic),20.95,Yes
2722-JMONI,1,Yes,Month-to-month,Yes,Electronic check,49.55,Yes
2203-GHNWN,24,Yes,Month-to-month,Yes,Mailed check,79.65,No
3878-AVSOQ,1,Yes,Month-to-month,Yes,Electronic check,71.25,No
3258-SYSWS,72,Yes,Two year,No,Bank transfer (automatic),113.8,No
5296-PSYVW,72,Yes,Two year,No,Electronic check,24.55,No
6319-QSUSR,11,Yes,Month-to-month,No,Credit card (automatic),19.7,No
4083-EUGRJ,9,Yes,Month-to-month,No,Mailed check,20.25,Yes
7579-OOPEC,2,Yes,Month-to-month,No,Credit card (automatic),50.15,Yes
0512-FLFDW,60,Yes,One year,Yes,Credit card (automatic),100.5,No
1771-OADNZ,29,Yes,Month-to-month,Yes,Electronic check,95.9,Yes
0487-CRLZF,49,Yes,Two year,Yes,Bank transfer (automatic),74.45,No
2107-FBPTK,30,Yes,Month-to-month,Yes,Electronic check,104.1,No
9451-WLYRI,53,Yes,One year,No,Credit card (automatic),19.05,No
8219-VYBVI,39,Yes,Two year,No,Mailed check,25,No
1991-VOPLL,9,Yes,Month-to-month,No,Mailed check,19.05,No
9738-QLWTP,39,Yes,One year,No,Electronic check,81.9,No
1016-DJTSV,8,Yes,Month-to-month,Yes,Electronic check,69.7,No
9419-IPPBE,51,Yes,One year,Yes,Electronic check,90.15,No
0174-QRVVY,71,Yes,Two year,No,Credit card (automatic),25.35,No
5699-BNCAS,71,Yes,Two year,Yes,Mailed check,24.65,No
2900-PHPLN,70,Yes,Two year,Yes,Credit card (automatic),19.55,No
0612-RTZZA,1,No,Month-to-month,No,Electronic check,25.25,Yes
8106-GWQOK,38,No,Two year,Yes,Bank transfer (automatic),60,No
8751-EDEKA,28,Yes,Month-to-month,No,Credit card (automatic),89.9,No
6878-GGDWG,32,Yes,Month-to-month,No,Bank transfer (automatic),19.4,No
4039-PIMHX,49,Yes,Two year,No,Mailed check,49.8,No
8450-LUGUK,37,Yes,Two year,Yes,Bank transfer (automatic),24.1,No
3604-WLABM,10,Yes,Month-to-month,No,Electronic check,54.25,No
0795-GMVQO,67,Yes,One year,No,Credit card (automatic),109.9,No
2259-OUUSZ,7,No,One year,Yes,Credit card (automatic),35.5,No
1142-IHLOO,51,Yes,One year,No,Credit card (automatic),87.55,No
6410-LEFEN,9,Yes,Month-to-month,No,Electronic check,45.15,Yes
4633-MKHYU,9,Yes,Month-to-month,Yes,Mailed check,88.4,No
6257-RJOHI,4,Yes,Month-to-month,Yes,Mailed check,50.8,No
1545-JFUML,71,Yes,Two year,Yes,Electronic check,99,No
3194-ORPIK,50,Yes,Month-to-month,Yes,Bank transfer (automatic),84.4,Yes
7826-VVKWT,24,Yes,Two year,Yes,Electronic check,96.55,No
1353-GHZOS,22,Yes,One year,Yes,Bank transfer (automatic),59.75,No
2587-EKXTS,44,Yes,Month-to-month,Yes,Electronic check,111.5,No
5442-BXVND,33,Yes,Month-to-month,No,Bank transfer (automatic),24.25,No
8816-VXNZD,1,Yes,Month-to-month,Yes,Electronic check,75.1,Yes
9378-FXTIZ,54,Yes,One year,Yes,Credit card (automatic),70.15,Yes
1723-HKXJQ,42,Yes,Month-to-month,Yes,Electronic check,101.75,Yes
7825-GKXMW,1,Yes,Month-to-month,No,Electronic check,45.8,Yes
9753-OYLBX,1,Yes,Month-to-month,No,Mailed check,20.5,No
2364-UFROM,30,Yes,One year,No,Electronic check,70.4,No
6656-JWRQX,1,No,Month-to-month,No,Mailed check,30.55,No
6473-ULUHT,16,Yes,Month-to-month,No,Electronic check,84.9,No
1240-KNSEZ,1,Yes,Month-to-month,Yes,Mailed check,20.1,Yes
0836-SEYLU,9,No,Month-to-month,No,Mailed check,40.65,Yes
4433-JCGCG,46,Yes,Month-to-month,Yes,Electronic check,101,Yes
3716-BDVDB,1,Yes,Month-to-month,Yes,Electronic check,69.1,Yes
7688-AWMDX,71,Yes,Two year,No,Bank transfer (automatic),54.5,No
2842-BCQGE,43,Yes,Month-to-month,Yes,Credit card (automatic),75.35,No
7244-QWYHG,50,No,One year,Yes,Bank transfer (automatic),44.45,No
5899-MQZZL,13,Yes,Month-to-month,Yes,Mailed check,75,Yes
6849-OYAMU,19,Yes,One year,No,Bank transfer (automatic),100,Yes
5312-UXESG,41,Yes,Month-to-month,No,Bank transfer (automatic),98.05,No
9488-HGMJH,1,Yes,Month-to-month,Yes,Electronic check,71.15,Yes
6038-GCYEC,24,No,Month-to-month,Yes,Credit card (automatic),54.15,Yes
2150-WLKUW,40,Yes,One year,No,Bank transfer (automatic),63.9,No
7159-FVYPK,3,Yes,Month-to-month,Yes,Bank transfer (automatic),69.15,No
7032-LMBHI,37,Yes,One year,No,Bank transfer (automatic),64.65,No
1150-WFARN,67,Yes,Two year,Yes,Credit card (automatic),108.75,Yes
6088-BXMRG,32,Yes,Month-to-month,Yes,Electronic check,98.85,No
3144-AUDBS,6,Yes,Month-to-month,Yes,Electronic check,49.15,Yes
4821-SJHJV,32,Yes,Month-to-month,No,Electronic check,89.6,No
7346-MEDWM,59,Yes,Month-to-month,Yes,Electronic check,83.25,No
1137-DGOWI,30,Yes,One year,No,Bank transfer (automatic),70.25,No
5616-PRTNT,20,Yes,Month-to-month,Yes,Electronic check,19.4,Yes
3812-LRZIR,27,Yes,Two year,No,Electronic check,24.5,No
4818-QIUFN,20,Yes,Month-to-month,Yes,Electronic check,79.15,Yes
9483-GCPWE,9,Yes,One year,No,Mailed check,20.1,No
4227-OJHAL,68,Yes,One year,Yes,Credit card (automatic),73,No
9220-CXRSC,69,Yes,Two year,No,Credit card (automatic),61.4,No
4993-JCRGJ,26,Yes,Month-to-month,Yes,Mailed check,84.3,No
9537-JALFH,69,Yes,Two year,No,Bank transfer (automatic),19.9,No
6698-OXETB,11,Yes,Two year,No,Mailed check,20.4,No
2103-ZRXFN,1,Yes,Month-to-month,No,Mailed check,50.75,No
3724-BSCVH,10,Yes,One year,No,Mailed check,20.45,No
4877-TSOFF,55,Yes,One year,Yes,Bank transfer (automatic),75.75,No
9209-NWPGU,44,Yes,One year,No,Electronic check,65.4,No
6961-VCPMC,46,Yes,Month-to-month,Yes,Electronic check,80.4,Yes
7306-YDSOI,69,Yes,Two year,Yes,Bank transfer (automatic),59.75,No
5288-AHOUP,11,Yes,Month-to-month,Yes,Electronic check,78.5,No
6688-UZPWD,11,Yes,Month-to-month,Yes,Electronic check,102,Yes
0655-YDGFJ,29,Yes,Month-to-month,No,Bank transfer (automatic),48.95,No
8468-EHYJA,57,Yes,Month-to-month,Yes,Electronic check,99.65,No
6823-SIDFQ,28,Yes,One year,No,Credit card (automatic),18.25,No
1097-FSPVW,42,Yes,Month-to-month,No,Credit card (automatic),54.55,No
2839-RFSQE,2,Yes,Month-to-month,No,Mailed check,20.65,Yes
8328-SKJNO,23,No,One year,No,Bank transfer (automatic),40.65,No
7010-ZMVBF,18,Yes,Month-to-month,No,Mailed check,20.45,No
5201-CBWYG,62,Yes,One year,No,Bank transfer (automatic),24.8,No
0968-GSIKN,1,Yes,Month-to-month,Yes,Mailed check,70.8,Yes
1965-DDBWU,16,Yes,Month-to-month,Yes,Credit card (automatic),89.05,Yes
9057-SIHCH,3,Yes,Month-to-month,Yes,Electronic check,96.6,Yes
6352-GIGGQ,67,Yes,One year,Yes,Bank transfer (automatic),88.8,No
3635-QQRQD,62,Yes,Two year,Yes,Credit card (automatic),20.05,No
6771-XWBDM,57,Yes,Month-to-month,Yes,Credit card (automatic),104.5,Yes
2897-DOVND,2,Yes,Month-to-month,Yes,Electronic check,69.8,No
3082-YVEKW,23,Yes,Two year,Yes,Bank transfer (automatic),77.15,No
0191-EQUUH,25,No,Two year,No,Bank transfer (automatic),35.05,No
7134-HBPBS,72,Yes,Two year,Yes,Bank transfer (automatic),108.1,No
3489-HHPFY,2,Yes,Month-to-month,Yes,Electronic check,84.05,No
2926-JEJJC,8,Yes,One year,Yes,Bank transfer (automatic),20.2,No
8601-QACRS,5,Yes,Month-to-month,Yes,Mailed check,50.6,Yes
4950-BDEUX,35,No,Month-to-month,No,Electronic check,49.2,No
5789-LDFXO,24,Yes,One year,No,Electronic check,24.6,No
0508-OOLTO,2,Yes,Month-to-month,Yes,Electronic check,71.65,No
2984-TBYKU,72,Yes,Two year,Yes,Credit card (automatic),104.9,No
9822-WMWVG,41,Yes,Month-to-month,Yes,Electronic check,106.5,No
2391-SOORI,4,Yes,Month-to-month,No,Electronic check,49.35,Yes
9040-KZVWO,26,Yes,One year,No,Bank transfer (automatic),75.5,No
2645-QTLMB,7,Yes,Month-to-month,Yes,Electronic check,94.25,Yes
4806-HIPDW,1,Yes,Month-to-month,Yes,Electronic check,68.95,Yes
1548-ARAGG,4,Yes,Month-to-month,Yes,Mailed check,58.5,No
6339-RZCBJ,48,Yes,Two year,No,Credit card (automatic),78.9,No
4424-TKOPW,2,Yes,Month-to-month,Yes,Electronic check,93.85,Yes
4415-WNGVR,12,Yes,One year,Yes,Electronic check,79.2,No
2522-AHJXR,60,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,No
0412-UCCNP,55,Yes,Two year,Yes,Electronic check,59.2,No
1816-FLZDK,1,No,Month-to-month,No,Mailed check,29.15,No
7096-UCLNH,1,Yes,Month-to-month,No,Mailed check,20.05,No
8443-ZRDBZ,4,Yes,Month-to-month,Yes,Electronic check,76.05,Yes
9136-ALYBR,1,No,Month-to-month,Yes,Mailed check,24.45,Yes
4615-PIVVU,42,Yes,Two year,No,Credit card (automatic),66.5,No
8885-QSQBX,1,Yes,Month-to-month,No,Bank transfer (automatic),49.55,No
7479-NITWS,7,Yes,Month-to-month,Yes,Credit card (automatic),89.35,Yes
8617-ENBDS,3,Yes,Month-to-month,Yes,Credit card (automatic),73.6,No
9385-NXKDA,72,Yes,Two year,Yes,Credit card (automatic),82.65,No
0430-IHCDJ,15,Yes,Month-to-month,Yes,Electronic check,49,No
2959-MJHIC,4,Yes,Month-to-month,Yes,Electronic check,80.35,Yes
6674-KVJHG,11,Yes,One year,No,Electronic check,25.2,No
1814-DKOLC,5,Yes,Month-to-month,No,Mailed check,25.45,No
4201-JMNGR,1,Yes,Month-to-month,Yes,Electronic check,55.8,Yes
